time_start,time_end,model,launch_place,target,destroyed_details,carrier,launched,destroyed,source
2023-12-28,2023-12-28,Merlin-VR,,Mykolaiv oblast and Kherson oblast,,,2.0,2,PvKPivden/posts/pfbid036JhnLUDG9QSbp9K9kLiscUDvA8ChFjR5q62Z8z37p6EdfnD1NUarr9bRznASxsLPl
2023-12-26 19:00,2023-12-27 03:50,Shahed-136/131,"Primorsko-Akhtarsk and Balaklava, Crimea",Ukraine,"{'Khmelnytskyi oblast': 1, 'south': 15, 'Dnipropetrovsk oblast': 13,     'Zaporizhzhia oblast': 1}",,46.0,32,kpszsu/posts/pfbid02kYYRVmMFPRseECVGLGEQgtiQFutALUV5JNVNoYFGEQX4m5NcC2FTkpeRY8upxE5Cl
2023-12-26,2023-12-26 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Balaklava, Crimea",Ukraine,"{'Khmelnytskyi oblast': 1, 'Mykolaiv oblast': 4, 'Odesa oblast': 4,     'Kherson oblast': 1}",,19.0,13,kpszsu/posts/pfbid0UeUvWdP8ki8pzwi62H9VYHh2V2XFeFjDy93soTkgTneVHCPwBh7yHxVcDW85a1bhl
2023-12-26,2023-12-26,X-59,,"Dnipropetrovsk oblast, Dnipro Raion",,,2.0,2,/kpszsu/posts/pfbid028FX1NaUQuMstLCNJ1GCerbDoQ4QSVs5bmehbWmUCSbsBGg9sFxfqBZgmHa1CN53Rl
2023-12-26,2023-12-26,Supercam,,Kherson oblast,,,1.0,1,PvKPivden/posts/pfbid0sQHcaLdhnL1bB7xM8rtVk9mo9nSqsiZv7aHBrk6xsNJcvVapbCceJ3aPZ1HWFHXJl
2023-12-26,2023-12-26,Merlin-VR,,Kherson oblast,,,1.0,1,PvKPivden/posts/pfbid0sQHcaLdhnL1bB7xM8rtVk9mo9nSqsiZv7aHBrk6xsNJcvVapbCceJ3aPZ1HWFHXJl
2023-12-25,2023-12-25 08:00,Shahed-136/131,"Chauda, Crimea and Balaklava, Crimea",Ukraine,"{'Khmelnytskyi oblast': 1, 'Mykolaiv oblast': 1, 'Odesa oblast': 17,     'Kherson oblast': 3, 'Dnipropetrovsk oblast': 5}",,31.0,28,kpszsu/posts/pfbid0dM9B1vNauwrb7P8TMLr8XDyWmn5MoMjg6g1mFfqUzhKvb6hTk2EuHxakbbHEV2sCl
2023-12-25,2023-12-25,X-59,,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,,1.0,1,pvkshid/posts/pfbid028bB8qpgkAudiPkLxdq1JZneWACcE8cRSCGVJzMfJekqEVhHJnuAtoD14Ppi5YNPpl
2023-12-24,2023-12-24 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,"{'Khmelnytskyi oblast': 1, 'Mykolaiv oblast': 4,     'Dnipropetrovsk oblast': 4, 'Zaporizhzhia oblast': 4}",,15.0,14,kpszsu/posts/pfbid02MgQMEJKkWwijY92dMeq8kX2kM3Y5zdK6pFg1pdBCbs3R6viyWEnj228VJh9SpjsWl
2023-12-24,2023-12-24,ZALA,,Kherson oblast,,,1.0,1,pvkshid/posts/pfbid0dM9B1vNauwrb7P8TMLr8XDyWmn5MoMjg6g1mFfqUzhKvb6hTk2EuHxakbbHEV2sCl
2023-12-24,2023-12-24,X-59,,Zaporizhzhia oblast,,,1.0,1,pvkshid/posts/pfbid0dM9B1vNauwrb7P8TMLr8XDyWmn5MoMjg6g1mFfqUzhKvb6hTk2EuHxakbbHEV2sCl
2023-12-24,2023-12-24,X-31P,Black Sea,Ukraine,,,1.0,1,pvkshid/posts/pfbid0dM9B1vNauwrb7P8TMLr8XDyWmn5MoMjg6g1mFfqUzhKvb6hTk2EuHxakbbHEV2sCl
2023-12-23 14:00,2023-12-23 14:00,X-59,,"Dnipropetrovsk oblast, Dnipro Raion",,,1.0,1,pvkshid/posts/pfbid025yvAUxBPBRGoukKud8dxheBEDAWJEwtjSpU63Zcq3eXnEHofc6pg8ZjrUWvK7N7Fl
2023-12-22 18:00,2023-12-23 00:00,Shahed-136/131,"Primorsko-Akhtarsk and Balaklava, Crimea",Ukraine,"{'Khmelnytskyi oblast': 2, 'Odesa oblast': 7}",,9.0,9,kpszsu/posts/pfbid021bMCbmXpzQLXgguNHxjon32NPupr8BLGZLkdqs6wWzoEKAJFA2VLdBg65b8u5u2Gl
2023-12-22,2023-12-22 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast",Ukraine,"{'Mykolaiv oblast': 10, 'Kherson oblast': 4, 'Odesa oblast': 3}",,28.0,24,kpszsu/posts/pfbid02mJ7e4THpcGMkGtPJWGoSydjhzdS2fEpLHYtdiF8ahJZjZ9F4t3LXasQZAxuYxJuXl
2023-12-20 20:00,2023-12-21 03:30,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast",Ukraine,"{'Khmelnytskyi oblast': 1, 'Dnipropetrovsk oblast': 2, 'Zaporizhzhia oblast': 1,     'Mykolaiv oblast': 13, 'Kherson oblast': 3}",,35.0,34,kpszsu/posts/pfbid05kV4zmy4kCxwFPYZT2SbWW8fS421dVqknL26LEeS6bAQ58KKmWWpNfRuGsVUj3CJl
2023-12-20,2023-12-20 08:00,Shahed-136/131,"Chauda, Crimea and Balaklava, Crimea",Ukraine,"{'Khmelnytskyi oblast': 2, 'Dnipropetrovsk oblast': 1,     'Odesa oblast': 4, 'Kherson oblast': 6}",,19.0,18,kpszsu/posts/pfbid02Fb75p2H8N9qWW2EZsRUvhY3aWGMXbtyVkQZdKPVE7j3FdmcxcR1v6TjQqRMeW4WPl
2023-12-20,2023-12-20 08:00,C-300,Bryansk oblast,Kharkiv oblast,,,2.0,0,kpszsu/posts/pfbid02Fb75p2H8N9qWW2EZsRUvhY3aWGMXbtyVkQZdKPVE7j3FdmcxcR1v6TjQqRMeW4WPl
2023-12-20,2023-12-20,X-59,,"Dnipropetrovsk oblast, Dnipro Raion",,,1.0,1,pvkshid/posts/pfbid02QU2pc58hJowb1HBAXFUUNDSdL5oKVLxui6guLgRhSzVPgMzpxcXrLsvPhDWTpiqwl
2023-12-19,2023-12-19 08:00,Shahed-136/131,Primorsko-Akhtarsk,Khmelnytskyi oblast,,,2.0,2,kpszsu/posts/pfbid035RUj9MvepmvVqJm4LNhyKW2gNzwpT46YFVmX1XaPg1QbeKo5JMH9wT4321t7rwHnl
2023-12-18,2023-12-18 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,{'Khmelnytskyi oblast': 2},,5.0,5,kpszsu/posts/pfbid05C3iZeFbfHbxKH1tSAXba3t8sFotfCAoLNrzQUnLhh25BD3o6NeabMS8Q7E8DDBtl
2023-12-18,2023-12-18,X-59,,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,,1.0,1,pvkshid/posts/pfbid037uJrJGuqVQKDome1D3Aurci3eob1YKy1cYPVPJXWCmhK8ppfFoQne3qgdRFtvYe7l
2023-12-17,2023-12-17 08:00,X-59,Kherson oblast,Ukraine,,,1.0,1,kpszsu/posts/pfbid02oLPPbJC3A7JNLecpf7caE9LyJZ7NWo2q6g9Yqx97cR1LnJuytvpqRRfHpY66zvGdl
2023-12-17,2023-12-17 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea",Ukraine,"{'Odesa oblast': 9, 'Kherson oblast': 7,    'Khmelnytskyi oblast': 2, 'Zaporizhzhia oblast': 2 }",,20.0,20,kpszsu/posts/pfbid02oLPPbJC3A7JNLecpf7caE9LyJZ7NWo2q6g9Yqx97cR1LnJuytvpqRRfHpY66zvGdl
2023-12-17,2023-12-17 08:00,Iskander-K,Crimea,Ukraine,,,1.0,0,kpszsu/posts/pfbid02oLPPbJC3A7JNLecpf7caE9LyJZ7NWo2q6g9Yqx97cR1LnJuytvpqRRfHpY66zvGdl
2023-12-17,2023-12-17,Shahed-136/131,,"Dnipropetrovsk oblast, Pavlohrad Raion",,,2.0,2,pvkshid/posts/pfbid02XgJda7a1mPEpuw6xDnZR1swLuCZWuuNd1D9MxEy4NGPaGmwjyn527Aev5Rq19QJXl
2023-12-16,2023-12-16 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast, Seshcha",Ukraine,"{'Mykolaiv oblast': 2, 'Kherson oblast': 9}",,31.0,30,kpszsu/posts/pfbid02YUcJSowMYy1eBrVZbuKxmUbqWf7zU2gKhfyvvKeYe4N7y8DTvYRDc7Wsm8XfPJJ4l
2023-12-15,2023-12-15 08:00,Shahed-136/131,Primorsko-Akhtarsk,south,"{'Mykolaiv oblast': 8, 'Kherson oblast': 2, 'Khmelnytskyi oblast': 3}",,14.0,14,kpszsu/posts/pfbid0oSB63ZAxGkSZuvHd3QFiMYUxbYQq4uMbmApTPq5RPWgiRvn1CjNCsy5Rahgrjba3l
2023-12-13 19:00,2023-12-14 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Balaklava, Crimea",south,"{'Odesa oblast': 32, 'Mykolaiv oblast': 5, 'Kherson oblast': 2}",,42.0,41,kpszsu/posts/pfbid0q1uobo9e6yLfKBEqHmiWrD1s5f4bALLz9iCXGxhjBC8E5UFie4dgd1h2NzATZ5Zrl
2023-12-14,2023-12-14,X-59,,"Dnipropetrovsk oblast, Dnipro Raion",,,1.0,0,pvkshid/posts/pfbid0Ruo1CroC5d3rQRrRknyrTqTGqq7wgfpyJCBYPFuEpwfRev6MLuipR6c9FmZPzsXSl
2023-12-13,2023-12-13 08:00,Shahed-136/131,"Balaklava, Crimea",south,{'Odesa oblast': 9},,10.0,10,kpszsu/posts/pfbid026eTqPfvcpY7o32vEP33kTZRuu4MYCy8GD5JycuFJJk4mdwwei9NbNX94uddStKH9l
2023-12-13 03:00,2023-12-13 05:00,C-400 and Iskander-M,north,Kyiv,,,10.0,10,kpszsu/posts/pfbid026eTqPfvcpY7o32vEP33kTZRuu4MYCy8GD5JycuFJJk4mdwwei9NbNX94uddStKH9l
2023-12-12,2023-12-12 08:00,Shahed-136/131,"Balaklava, Crimea",Ukraine,"{'Odesa oblast': 2, 'Mykolaiv oblast': 1, 'Dnipropetrovsk oblast': 1}",,15.0,9,kpszsu/posts/pfbid0SyAibpQ8Tztudx4yz7Rtpb2LHxYK7dQyRnv1Dv65xpSPFX3yBmKgvWS47LFEyLxbl
2023-12-11 18:00,2023-12-11 18:00,X-59,,Zaporizhzhia oblast,,,1.0,1,kpszsu/posts/pfbid0SyAibpQ8Tztudx4yz7Rtpb2LHxYK7dQyRnv1Dv65xpSPFX3yBmKgvWS47LFEyLxbl
2023-12-11 15:00,2023-12-11 15:00,X-59,,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,,1.0,1,kpszsu/posts/pfbid0SyAibpQ8Tztudx4yz7Rtpb2LHxYK7dQyRnv1Dv65xpSPFX3yBmKgvWS47LFEyLxbl
2023-12-11,2023-12-11 08:00,Shahed-136/131,"Chauda, Crimea and Belbek, Crimea",south,,,18.0,18,kpszsu/posts/pfbid02c8oTBwukVpZdrsqfyHFmjFNNm1Q8AQUSCe8Hn8FbyRmFzhwWgdNG6Gp3fHAkAkHel
2023-12-11 04:00,2023-12-11 05:00,KAB,north,Kyiv,,,8.0,8,kpszsu/posts/pfbid02c8oTBwukVpZdrsqfyHFmjFNNm1Q8AQUSCe8Hn8FbyRmFzhwWgdNG6Gp3fHAkAkHel
2023-12-08 06:00,2023-12-08 09:00,X-101/X-555,Saratov oblast,Dnipropetrovsk oblast and Kyiv oblast,,7 x Tu-95MS,19.0,14,kpszsu/posts/pfbid02VCFYRyQ5AjP4jb65dKjpMhBLB2ujxMUNyaboJJXLRRT2f1TQXbV3nCHA4W282vD2l
2023-12-08,2023-12-08 08:00,Shahed-136/131,Primorsko-Akhtarsk,Dnipropetrovsk oblast,,,7.0,7,kpszsu/posts/pfbid0kekuufH3kJjBE5vdCbE5LwegAKEatdSdmmvvDvpfnnNZWDoSYcVSqfP6WGYuYTHPl
2023-12-08,2023-12-08 08:00,C-300,Belgorod oblast,Kharkiv oblast,,,6.0,0,kpszsu/posts/pfbid0kekuufH3kJjBE5vdCbE5LwegAKEatdSdmmvvDvpfnnNZWDoSYcVSqfP6WGYuYTHPl
2023-12-07,2023-12-07 08:00,Shahed-136/131,"Chauda, Crimea",Odesa oblast and Mykolaiv oblast and Khmelnytskyi oblast,"{'Odesa oblast': 11, 'Mykolaiv oblast': 3, 'Khmelnytskyi oblast': 1}",,18.0,15,kpszsu/posts/pfbid09zkBxKjwGTmZqKw88Qa3BNsMcgVDTB8pGUYHN23NZ83MNz66oXp6yhvJ6tFcsqgQl
2023-12-06 10:00,2023-12-06 10:00,Supercam,,Dnipropetrovsk oblast,,,1.0,1,pvkshid/posts/pfbid02HNX7ViVtRG6rwLYFD7rJeBbMz2v1ECUhnu8ojtLjHtQUvasAaZJUXqsfB7rjFfpsl
2023-12-06,2023-12-06 08:00,Shahed-136/131,"Chauda, Crimea and Kursk oblast",Ukraine,"{'Odesa oblast': 9, 'Mykolaiv oblast': 7, 'Kherson oblast': 3, 'Kharkiv oblast': 5,    'Dnipropetrovsk oblast': 4, 'Zaporizhzhia oblast': 1}",,48.0,41,kpszsu/posts/pfbid03kGzzS8rAiMV5ofmrsu94wZFhtEuuJYYBjuibLfkJFNwEJ5SGAbyAZFL4Hpnge9dl
2023-12-06,2023-12-06,X-59,,Dnipro,,,1.0,1,/posts/pfbid02N4td5e61T3Fi656XoNwK8wuwJ3scsy5dLEaMWpLWyGrrK3F3eZJexVKk64gKJL3Vl
2023-12-05 12:00,2023-12-05 12:00,Reconnaissance UAV,,Zaporizhzhia oblast,,,1.0,1,pvkshid/posts/pfbid02CN29oPGH7bU4g4qVpc1MTjq1RuFCSuTSsk2JzAyBomSjdr7LdDsg7GjFhVVTCKdrl
2023-12-05,2023-12-05 08:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast,Ukraine,"{'Mykolaiv oblast': 2, 'Kherson oblast': 1, 'Kharkiv oblast': 6}",,17.0,10,kpszsu/posts/pfbid02YHTqscMqGU1pQMF8hd74rocVJ3sQHS1oETNrJwN4CS78JKSg18cTsg5zygW2RVp4l
2023-12-05,2023-12-05 08:00,C-300,south-east,Donetsk oblast and Kherson oblast,,,6.0,0,kpszsu/posts/pfbid02YHTqscMqGU1pQMF8hd74rocVJ3sQHS1oETNrJwN4CS78JKSg18cTsg5zygW2RVp4l
2023-12-05,2023-12-05,ZALA,,Kherson oblast,,,2.0,2,PvKPivden/posts/pfbid023XcB7hgq3fymwZiFjdezqy9j5TY7v5QhtJvR9z1wkJJpnTTkcfGTeBeFQqQ3Evkkl
2023-12-05,2023-12-05,Merlin-VR,,Kherson oblast,,,2.0,2,PvKPivden/posts/pfbid023XcB7hgq3fymwZiFjdezqy9j5TY7v5QhtJvR9z1wkJJpnTTkcfGTeBeFQqQ3Evkkl
2023-12-05,2023-12-05,Merlin-VR,,Mykolaiv oblast,,,1.0,1,PvKPivden/posts/pfbid023XcB7hgq3fymwZiFjdezqy9j5TY7v5QhtJvR9z1wkJJpnTTkcfGTeBeFQqQ3Evkkl
2023-12-05,2023-12-05,Lancet,,Kherson oblast,,,1.0,1,PvKPivden/posts/pfbid023XcB7hgq3fymwZiFjdezqy9j5TY7v5QhtJvR9z1wkJJpnTTkcfGTeBeFQqQ3Evkkl
2023-12-04,2023-12-04 08:00,X-59,Kherson oblast,Ukraine,,,1.0,1,kpszsu/posts/pfbid0Yk15vr28T7awG8XyYKuyLN6Kz4o11MwPbtZW1VwwiCgLrcMbr8rutXeXTNPs7frHl
2023-12-04,2023-12-04 08:00,Shahed-136/131,"Chauda, Crimea",Ukraine,,,23.0,18,kpszsu/posts/pfbid0Yk15vr28T7awG8XyYKuyLN6Kz4o11MwPbtZW1VwwiCgLrcMbr8rutXeXTNPs7frHl
2023-12-03,2023-12-03 08:00,X-59,Belgorod oblast,Ukraine,,,1.0,0,kpszsu/posts/pfbid09ZjY7ji3UEBoUmCo8oXdPCfcKeS4CN1jHihhvbTiWUjS9q4fP8E1upZGgqK6t2Npl
2023-12-03,2023-12-03 08:00,Shahed-136/131,Primorsko-Akhtarsk,Odesa oblast and Mykolaiv oblast and Khmelnytskyi oblast,,,12.0,10,kpszsu/posts/pfbid09ZjY7ji3UEBoUmCo8oXdPCfcKeS4CN1jHihhvbTiWUjS9q4fP8E1upZGgqK6t2Npl
2023-12-03,2023-12-03,Supercam,,Kherson oblast,,,1.0,1,PvKPivden/posts/pfbid02znVBTxVw926ynM8ZBP3u9ihwZack1qavJHM2Qq4Ab7w5jJqDbpdUqa3iQpTxtP3kl
2023-12-02,2023-12-02 08:00,X-59,Zaporizhzhia oblast,Dnipropetrovsk oblast,,,1.0,0,kpszsu/posts/pfbid0dFLk7MpcMyLhJg4CVpPcUu2FDJkee3nFJKruyU9NnbHcJci8n4gCa1pYR7Y29eL2l
2023-12-02,2023-12-02 08:00,Shahed-136/131,"Chauda, Crimea",Odesa oblast,,,11.0,10,kpszsu/posts/pfbid0dFLk7MpcMyLhJg4CVpPcUu2FDJkee3nFJKruyU9NnbHcJci8n4gCa1pYR7Y29eL2l
2023-12-01,2023-12-01 08:00,X-59,Kherson oblast,south,,,2.0,1,kpszsu/posts/pfbid0j3GekJ7AM2VMfEKy7sJMoe2qigCekFSf2STfpFTurw71mZ9Hcwb2fNQxXNcPUrHEl
2023-12-01,2023-12-01 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea",Mykolaiv oblast and Kherson oblast and Dnipropetrovsk oblast and Zaporizhzhia oblast,,,25.0,18,kpszsu/posts/pfbid0j3GekJ7AM2VMfEKy7sJMoe2qigCekFSf2STfpFTurw71mZ9Hcwb2fNQxXNcPUrHEl
2023-12-01,2023-12-01 08:00,Lancet,"Primorsko-Akhtarsk and Chauda, Crimea",Kherson oblast,,,1.0,1,kpszsu/posts/pfbid0j3GekJ7AM2VMfEKy7sJMoe2qigCekFSf2STfpFTurw71mZ9Hcwb2fNQxXNcPUrHEl
2023-11-30,2023-11-30 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea",Ukraine,,,20.0,14,kpszsu/posts/pfbid033KvACuuyZWGFJyMxwy6fuDpGesZyYSNDHGVDXcERrdiMWKF3zovNfpN7k3ZcWipyl
2023-11-30,2023-11-30 08:00,C-300,east,Donetsk oblast,,,8.0,0,kpszsu/posts/pfbid033KvACuuyZWGFJyMxwy6fuDpGesZyYSNDHGVDXcERrdiMWKF3zovNfpN7k3ZcWipyl
2023-11-29,2023-11-29 08:00,X-59,Kherson oblast,Mykolaiv oblast,,,3.0,2,kpszsu/posts/pfbid0p7GBWwJ4AEQdwFBjEWEmmxiLEQSq5jZHUFBQtnMyf9euaWNJFrbnTQpAMnuVAGk1l
2023-11-29,2023-11-29 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,,,21.0,21,kpszsu/posts/pfbid0p7GBWwJ4AEQdwFBjEWEmmxiLEQSq5jZHUFBQtnMyf9euaWNJFrbnTQpAMnuVAGk1l
2023-11-28 14:00,2023-11-28 14:00,ZALA,,east,,,1.0,1,pvkshid/posts/pfbid08524zeFV9egkdrYiceziEiLPHFkaxBpAhUD3mkMGvgquhUWjaqRFisHFN8CXMFCtl
2023-11-28 13:00,2023-11-28 13:00,Unknown UAV,,east,,,1.0,1,pvkshid/posts/pfbid0d1uWrFnpyRygwCdAxukoEfgPEWxpAdgMtyPPZWzSsdTCqWBqTjBo77cT1LTvbukql
2023-11-28,2023-11-28 09:00,Iskander-M,,Zaporizhzhia,,,1.0,0,kpszsu/posts/pfbid02PP7b4HDVNun1jSmA5QkvNmLbDMKz4N4WwaCorkyWzKf3vRAYAVjUFHFccTf4FUvpl
2023-11-28,2023-11-28 08:00,Shahed-136/131,,Ukraine,,,1.0,1,kpszsu/posts/pfbid02PP7b4HDVNun1jSmA5QkvNmLbDMKz4N4WwaCorkyWzKf3vRAYAVjUFHFccTf4FUvpl
2023-11-28,2023-11-28 08:00,Orlan-10,south,Kherson oblast,,,1.0,1,kpszsu/posts/pfbid02PP7b4HDVNun1jSmA5QkvNmLbDMKz4N4WwaCorkyWzKf3vRAYAVjUFHFccTf4FUvpl
2023-11-26,2023-11-26 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,,,9.0,8,kpszsu/posts/pfbid02cVm7zA2TxCBfBzunxYymhCKVgv96Vz6e3ffvYz7jyDshPJtNNvyVBojrmj45MdHtl
2023-11-25,2023-11-25 08:00,X-59,,Dnipropetrovsk oblast,,,1.0,1,kpszsu/posts/pfbid0TJNxy5X9Yuw8faDwrWw5rBmZJebjMPBLR2f6bnqZjtSTa4jNjAfvGiFDiXhsNjrtl
2023-11-25,2023-11-25 08:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast,Kyiv oblast,,,75.0,74,kpszsu/posts/pfbid0TJNxy5X9Yuw8faDwrWw5rBmZJebjMPBLR2f6bnqZjtSTa4jNjAfvGiFDiXhsNjrtl
2023-11-24,2023-11-24 08:00,Shahed-136/131,south-east,Ukraine,,,3.0,3,kpszsu/posts/pfbid09mCMXRvGiScKh7WzLaciXGgVJHy9cFpYcciArW5btnLgJi1iRcRsnzVdyji8e8BJl
2023-11-24,2023-11-24,Orlan-10,,Kherson oblast,,,1.0,1,PvKPivden/videos/881061043545873
2023-11-21 20:00,2023-11-22 03:00,X-22,south-east,Zaporizhzhia oblast,,Tu-22M3,1.0,0,kpszsu/posts/pfbid0QrjTAWi9w8Z1NniZaTwMKK3xPK15vVJYEJ7zEHfLQTxFgANG1pGjPyFUmFeHi9QZl
2023-11-21 20:00,2023-11-22 03:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,,,14.0,14,kpszsu/posts/pfbid0QrjTAWi9w8Z1NniZaTwMKK3xPK15vVJYEJ7zEHfLQTxFgANG1pGjPyFUmFeHi9QZl
2023-11-22,2023-11-22,Shahed-136/131,south-east,Dnipropetrovsk oblast and Zaporizhzhia oblast,,,2.0,2,pvkshid/posts/pfbid0QDiDGH8ku3QE4o3rCSEb5sbyxYm5Yw9gVPG91uQ9BeF4TyuGtJwJENZEkj9GevFtl
2023-11-21,2023-11-21 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,,,10.0,9,kpszsu/posts/pfbid014eHnvqzSyJZtwwa4j3wMixLyE2NiGqvv6RYtPqQuZ9jh1GFfPeoDqgqYNrRHZN8l
2023-11-21,2023-11-21 08:00,Iskander-K,"Dzhankoi, Crimea","Dnipropetrovsk oblast, Dnipro Raion",,,1.0,1,kpszsu/posts/pfbid014eHnvqzSyJZtwwa4j3wMixLyE2NiGqvv6RYtPqQuZ9jh1GFfPeoDqgqYNrRHZN8l
2023-11-21,2023-11-21 08:00,C-400,Donetsk oblast,Donetsk oblast,,,4.0,0,kpszsu/posts/pfbid014eHnvqzSyJZtwwa4j3wMixLyE2NiGqvv6RYtPqQuZ9jh1GFfPeoDqgqYNrRHZN8l
2023-11-21,2023-11-21,Mohajer-6,,Odesa oblast,,,1.0,1,PvKPivden/posts/pfbid0sdvFQrYuD21KJJ4sJpfEXnszEi7QwF3umAnvfyDuAMscKj9xHcfsGfqHiqEtbvucl
2023-11-19,2023-11-19 08:00,Shahed-136/131,Kursk oblast,Kyiv oblast and Poltava oblast and Cherkasy oblast,,,20.0,15,kpszsu/posts/pfbid02CH5zGALignMaufxX2J54hBmM5TzCAGhHDvpwPS931fbpd32YkG1dv7p5Sh2nV38l
2023-11-17 20:00,2023-11-18 04:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast,Ukraine,,,38.0,29,kpszsu/posts/pfbid0r9kNu4wv1WZ38Xt1rqm7BkrJhPhJkgoFaquvh9GTSdCQhaUxFzbbuVGUHHJse3WDl
2023-11-17,2023-11-17 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,,,10.0,9,kpszsu/posts/pfbid0r9kNu4wv1WZ38Xt1rqm7BkrJhPhJkgoFaquvh9GTSdCQhaUxFzbbuVGUHHJse3WDl
2023-11-16,2023-11-16 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,,,18.0,16,kpszsu/posts/pfbid0r9kNu4wv1WZ38Xt1rqm7BkrJhPhJkgoFaquvh9GTSdCQhaUxFzbbuVGUHHJse3WDl
2023-11-15,2023-11-15,X-59,,Poltava oblast,,,1.0,1,kpszsu/posts/pfbid0r9kNu4wv1WZ38Xt1rqm7BkrJhPhJkgoFaquvh9GTSdCQhaUxFzbbuVGUHHJse3WDl
2023-11-14,2023-11-14 08:00,X-35,Zaporizhzhia oblast,Ukraine,,,1.0,0,kpszsu/posts/pfbid0i5g1KxsfLZZbqFS1ravnbR3rcwVRN1eBU8z1nfHhqMhrZVYRwQdjSek6KYkA8SbRl
2023-11-14,2023-11-14 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,,,9.0,7,kpszsu/posts/pfbid0i5g1KxsfLZZbqFS1ravnbR3rcwVRN1eBU8z1nfHhqMhrZVYRwQdjSek6KYkA8SbRl
2023-11-14,2023-11-14 08:00,Iskander-M,"Dzhankoi, Crimea",Ukraine,,,1.0,0,kpszsu/posts/pfbid0i5g1KxsfLZZbqFS1ravnbR3rcwVRN1eBU8z1nfHhqMhrZVYRwQdjSek6KYkA8SbRl
2023-11-13,2023-11-13,Orlan-10,,Odesa oblast and Mykolaiv oblast,,,2.0,2,kpszsu/posts/pfbid02wJamU3qd2tyVmhzhA2ZN9x6Pi3MCmS2n9Xwy5GdtcMi8bKPNmGsFdq7rwfCET94l
2023-11-13,2023-11-13,Merlin-VR,,Odesa oblast and Mykolaiv oblast,,,3.0,3,kpszsu/posts/pfbid02wJamU3qd2tyVmhzhA2ZN9x6Pi3MCmS2n9Xwy5GdtcMi8bKPNmGsFdq7rwfCET94l
2023-11-12,2023-11-12 08:00,X-59,,Mykolaiv oblast,,,2.0,1,PvKPivden/posts/pfbid02SRonJFwirGZUtX6ZYsiDeXsXWWniQyKZXCiDdd8pyzwP7NYK1fqrMArV9GVBymDpl
2023-11-12,2023-11-12 08:00,Iskander-M,,Mykolaiv oblast,,,1.0,0,PvKPivden/posts/pfbid02SRonJFwirGZUtX6ZYsiDeXsXWWniQyKZXCiDdd8pyzwP7NYK1fqrMArV9GVBymDpl
2023-11-11,2023-11-11 09:00,Iskander-M,,Kyiv,,,1.0,1,kpszsu/posts/pfbid028VoKrFbwz9MoRUQMt6hzadGqzeWANqHz1qHEqMuwCSc1U2FoMNVoLLFUUdkJ1WaPl
2023-11-10 19:00,2023-11-11 03:00,X-31,Black Sea,Ukraine,,,1.0,0,kpszsu/posts/pfbid0aBeJfoKNZJqxMmywjwLfMKRA8DTr91D5tpaZeFVLUkr4JkVLuZr48ZBvQZ6TSaYTl
2023-11-10 19:00,2023-11-11 03:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast",Ukraine,,,31.0,19,kpszsu/posts/pfbid0aBeJfoKNZJqxMmywjwLfMKRA8DTr91D5tpaZeFVLUkr4JkVLuZr48ZBvQZ6TSaYTl
2023-11-10 19:00,2023-11-11 03:00,P-800 Oniks,Crimea,Ukraine,,,1.0,0,kpszsu/posts/pfbid0aBeJfoKNZJqxMmywjwLfMKRA8DTr91D5tpaZeFVLUkr4JkVLuZr48ZBvQZ6TSaYTl
2023-11-10 19:00,2023-11-11 03:00,C-300,Belgorod oblast,Ukraine,,,1.0,0,kpszsu/posts/pfbid0aBeJfoKNZJqxMmywjwLfMKRA8DTr91D5tpaZeFVLUkr4JkVLuZr48ZBvQZ6TSaYTl
