time_start,time_end,model,launch_place,target,destroyed_details,carrier,launched,destroyed,source
2024-02-27,2024-02-27 08:00,X-59,,Ukraine,,,4.0,2,kpszsu/posts/pfbid02sMvCvhwew2ShHu14bz4ByuD5BxxxyDoZFRgicQ4iGJyJbGMeKeq7xtFD27KW9quRl
2024-02-27,2024-02-27 08:00,X-31P,,Kherson oblast,,,1.0,0,kpszsu/posts/pfbid02sMvCvhwew2ShHu14bz4ByuD5BxxxyDoZFRgicQ4iGJyJbGMeKeq7xtFD27KW9quRl
2024-02-27,2024-02-27 08:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast,Ukraine,"{'Kharkiv oblast': NaN, 'Dnipropetrovsk oblast': NaN, 'Sumy oblast': NaN,     'Kirovohrad oblast': NaN, 'Khmelnytskyi oblast': NaN}",,13.0,11,kpszsu/posts/pfbid02sMvCvhwew2ShHu14bz4ByuD5BxxxyDoZFRgicQ4iGJyJbGMeKeq7xtFD27KW9quRl
2024-02-27,2024-02-27 08:00,Iskander-M/KN-23,Voronezh oblast,Ukraine,,,,0,kpszsu/posts/pfbid02sMvCvhwew2ShHu14bz4ByuD5BxxxyDoZFRgicQ4iGJyJbGMeKeq7xtFD27KW9quRl
2024-02-27,2024-02-27,ZALA,,Kherson oblast,,,2.0,2,PvKPivden/posts/pfbid0pYehyQnx8Ugo1FL5UzjUUf1ZKJ4xHjHvFDLEoGpfEsEC1xBt3GFomtb1jRq9iarCl
2024-02-27,2024-02-27,Supercam,,Kherson oblast,,,1.0,1,PvKPivden/posts/pfbid0pYehyQnx8Ugo1FL5UzjUUf1ZKJ4xHjHvFDLEoGpfEsEC1xBt3GFomtb1jRq9iarCl
2024-02-26,2024-02-26 08:00,X-59,,Dnipropetrovsk oblast,,,3.0,3,kpszsu/posts/pfbid032EjZU5mFGLsxJ3EURd1vPvsTvvvVMPFDfGvBEDRThj4hJQAHgXmjXZF7CkdQMKM2l
2024-02-26,2024-02-26 08:00,X-31P,Zaporizhzhia oblast,Ukraine,,,1.0,0,kpszsu/posts/pfbid032EjZU5mFGLsxJ3EURd1vPvsTvvvVMPFDfGvBEDRThj4hJQAHgXmjXZF7CkdQMKM2l
2024-02-26,2024-02-26 08:00,Shahed-136/131,Kursk oblast,Ukraine,"{'Kharkiv oblast': NaN, 'Dnipropetrovsk oblast': 5}",,14.0,9,kpszsu/posts/pfbid032EjZU5mFGLsxJ3EURd1vPvsTvvvVMPFDfGvBEDRThj4hJQAHgXmjXZF7CkdQMKM2l
2024-02-26,2024-02-26 08:00,Iskander-M,Crimea,Ukraine,,,1.0,0,kpszsu/posts/pfbid032EjZU5mFGLsxJ3EURd1vPvsTvvvVMPFDfGvBEDRThj4hJQAHgXmjXZF7CkdQMKM2l
2024-02-26,2024-02-26 08:00,C-300,Belgorod oblast,Ukraine,,,2.0,0,kpszsu/posts/pfbid032EjZU5mFGLsxJ3EURd1vPvsTvvvVMPFDfGvBEDRThj4hJQAHgXmjXZF7CkdQMKM2l
2024-02-26,2024-02-26,ZALA,,Kherson oblast,,,2.0,2,PvKPivden/posts/pfbid0MSTjgZzKUsS8veRMHuesLCZ1D7EChrwxvfVDqng3ch4GvxtU5ToJCKoGPh9evqg2l
2024-02-26,2024-02-26,Merlin-VR,,Kherson oblast,,,1.0,1,PvKPivden/posts/pfbid0MSTjgZzKUsS8veRMHuesLCZ1D7EChrwxvfVDqng3ch4GvxtU5ToJCKoGPh9evqg2l
2024-02-25,2024-02-25 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea",Ukraine,"{'Kyiv oblast': NaN, 'Poltava oblast': 2, 'Dnipropetrovsk oblast': 2,     'Zaporizhzhia oblast': 1, 'Kirovohrad oblast': NaN, 'Kherson oblast': 1, 'Mykolaiv oblast': 3,     'Khmelnytskyi oblast': NaN}",,18.0,16,kpszsu/posts/pfbid0Ck8PawhnkZkgUiSKuFmQC6XLvgwuddafzowrVs9SMqdNPFyf8m2yMGAjGfxNFf8ml
2024-02-24,2024-02-24 08:00,X-59,Kherson oblast,south,,,3.0,2,kpszsu/posts/pfbid02sBKiVLpDMvfYcKaEE1XJfNCL3rZCJUUrQZisBniAikL9SPnhDv724yt7J4MxRoV5l
2024-02-24,2024-02-24 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea",Ukraine,"{'Kirovohrad oblast': NaN, 'Odesa oblast': 5, 'Mykolaiv oblast': 2}",,12.0,12,kpszsu/posts/pfbid02sBKiVLpDMvfYcKaEE1XJfNCL3rZCJUUrQZisBniAikL9SPnhDv724yt7J4MxRoV5l
2024-02-24,2024-02-24 08:00,Iskander-M,Rostov oblast,east,,,2.0,0,kpszsu/posts/pfbid02sBKiVLpDMvfYcKaEE1XJfNCL3rZCJUUrQZisBniAikL9SPnhDv724yt7J4MxRoV5l
2024-02-24,2024-02-24,ZALA,,Kherson oblast,,,1.0,1,PvKPivden/posts/pfbid0oq3HPFgR4Xk2mwBw34xa5oJFvkiRWD1RZPiufLaufdVdCnLiydd1MgBNBZm8gLiSl
2024-02-23,2024-02-23 08:00,X-31P,Black Sea,Ukraine,,,1.0,0,kpszsu/posts/pfbid0Q3H6j3SUXEUteodbiNRpM6fWuSqPPn34EmWwsC7kSMCadLwVofqKSUJiHA8S5cKVl
2024-02-23,2024-02-23 08:00,X-22,Black Sea,Ukraine,,,2.0,0,kpszsu/posts/pfbid0Q3H6j3SUXEUteodbiNRpM6fWuSqPPn34EmWwsC7kSMCadLwVofqKSUJiHA8S5cKVl
2024-02-23,2024-02-23 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea",Ukraine,"{'Kharkiv oblast': 3, 'Dnipropetrovsk oblast': 5, 'Poltava oblast': 4,     'Zaporizhzhia oblast': 1, 'Donetsk oblast': 1, 'Odesa oblast': 8, 'Mykolaiv oblast': 1}",,31.0,23,kpszsu/posts/pfbid0Q3H6j3SUXEUteodbiNRpM6fWuSqPPn34EmWwsC7kSMCadLwVofqKSUJiHA8S5cKVl
2024-02-23,2024-02-23 08:00,C-300,,Donetsk oblast,,,3.0,0,kpszsu/posts/pfbid0Q3H6j3SUXEUteodbiNRpM6fWuSqPPn34EmWwsC7kSMCadLwVofqKSUJiHA8S5cKVl
2024-02-23,2024-02-23,ZALA,,Kherson oblast,,,1.0,1,PvKPivden/posts/pfbid02YRos5wXNpNPFTqS8qVwhv8vz8hQmjUbSXQmpYjUGwK6jhd2tnuNXriNw7wehKTYml
2024-02-23,2024-02-23,Supercam,,Kherson oblast,,,1.0,1,PvKPivden/posts/pfbid02YRos5wXNpNPFTqS8qVwhv8vz8hQmjUbSXQmpYjUGwK6jhd2tnuNXriNw7wehKTYml
2024-02-22,2024-02-22 08:00,X-31P,Black Sea,Ukraine,,,1.0,0,kpszsu/posts/pfbid07t364WfXR2CiBssMYJ5Gqq9G2i7SDH2qgDK9DGkesXkEryoM3yv65UVwwJGDmqDBl
2024-02-22,2024-02-22 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,"{'Kharkiv oblast': 1, 'Dnipropetrovsk oblast': 3,     'Zaporizhzhia oblast': NaN, 'Poltava oblast': 1}",,10.0,8,kpszsu/posts/pfbid07t364WfXR2CiBssMYJ5Gqq9G2i7SDH2qgDK9DGkesXkEryoM3yv65UVwwJGDmqDBl
2024-02-21,2024-02-21 08:00,X-59,Belgorod oblast,Poltava oblast,,,1.0,1,kpszsu/posts/pfbid0jrPLHoqoJopNmdszk3sKmLQzMYZifPBGa6tLqKL8VPKSLKarwbvK6BQGnQpz2ku3l
2024-02-21,2024-02-21 08:00,X-22,Rostov oblast,Ukraine,,,4.0,0,kpszsu/posts/pfbid0jrPLHoqoJopNmdszk3sKmLQzMYZifPBGa6tLqKL8VPKSLKarwbvK6BQGnQpz2ku3l
2024-02-21,2024-02-21 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,"{'Kharkiv oblast': NaN, 'Dnipropetrovsk oblast': NaN,     'Zaporizhzhia oblast': NaN, 'Donetsk oblast': NaN}",,19.0,13,kpszsu/posts/pfbid0jrPLHoqoJopNmdszk3sKmLQzMYZifPBGa6tLqKL8VPKSLKarwbvK6BQGnQpz2ku3l
2024-02-21,2024-02-21 08:00,C-300,Rostov oblast,Ukraine,,,1.0,0,kpszsu/posts/pfbid0jrPLHoqoJopNmdszk3sKmLQzMYZifPBGa6tLqKL8VPKSLKarwbvK6BQGnQpz2ku3l
2024-02-20,2024-02-20 08:00,X-31,Zaporizhzhia oblast,Ukraine,,,1.0,0,kpszsu/posts/pfbid02WvDkLTfiuX67K78F5qiXfYyMD4mXEVbpM2GUQrWvADomXhaC2YtZ4ibZP33HD7MSl
2024-02-20,2024-02-20 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,"{'Kharkiv oblast': 1, 'Poltava oblast': 1, 'Dnipropetrovsk oblast': 4,     'Kirovohrad oblast': NaN, 'Zaporizhzhia oblast': 6, 'Kherson oblast': 1, 'Mykolaiv oblast': 1}",,23.0,23,kpszsu/posts/pfbid02WvDkLTfiuX67K78F5qiXfYyMD4mXEVbpM2GUQrWvADomXhaC2YtZ4ibZP33HD7MSl
2024-02-20,2024-02-20 08:00,C-300/C-400,Belgorod oblast,Ukraine,,,2.0,0,kpszsu/posts/pfbid02WvDkLTfiuX67K78F5qiXfYyMD4mXEVbpM2GUQrWvADomXhaC2YtZ4ibZP33HD7MSl
2024-02-19 18:00,2024-02-19 18:00,X-59,,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,,1.0,1,pvkshid/posts/pfbid0EmdoSNKaoPiswzQr4iNrxbraDHDkZBZgbyhRUNu6YrzLwLAChscEhDhezVbPjGA6l
2024-02-19,2024-02-19 08:00,Shahed-136/131,Belgorod oblast,Kharkiv oblast,,,4.0,4,kpszsu/posts/pfbid02EPTspma554xro9Bi3n1rZFV6jWhod8DfhB7cscNXrkiqjN71Ldo1RywnhHw8TBPWl
2024-02-19,2024-02-19,Lancet,,Kherson oblast,,,1.0,1,PvKPivden/posts/pfbid0GEP8VdzhDTfJdPw1RTnaHgvcP255LiJraNmNqubr1EPPzKzjAd5xQUPEigTYtu7tl
2024-02-18,2024-02-18 08:00,X-59,Zaporizhzhia oblast,Ukraine,,,1.0,1,kpszsu/posts/pfbid0ApWdShcDQH8Bh5h1rYFdVii1jPtudW7QN5jnz48rHVMN5veXbHu6hMspC9vJmrVWl
2024-02-18,2024-02-18 08:00,X-22,Voronezh oblast,Ukraine,,,3.0,0,kpszsu/posts/pfbid0ApWdShcDQH8Bh5h1rYFdVii1jPtudW7QN5jnz48rHVMN5veXbHu6hMspC9vJmrVWl
2024-02-18,2024-02-18 08:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast,Ukraine,"{'Sumy oblast': 2, 'Poltava oblast': 2, 'Dnipropetrovsk oblast': 1,     'Kirovohrad oblast': NaN, 'Chernihiv oblast': NaN}",,14.0,12,kpszsu/posts/pfbid0ApWdShcDQH8Bh5h1rYFdVii1jPtudW7QN5jnz48rHVMN5veXbHu6hMspC9vJmrVWl
2024-02-18,2024-02-18 08:00,C-300,Donetsk oblast,Ukraine,,,6.0,0,kpszsu/posts/pfbid0ApWdShcDQH8Bh5h1rYFdVii1jPtudW7QN5jnz48rHVMN5veXbHu6hMspC9vJmrVWl
2024-02-17 18:00,2024-02-17 18:00,X-59,,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,,1.0,1,pvkshid/posts/pfbid02Qe1ANri3GnuS4teqWxCGxGFj9UXLfN63LJWPMXSj9WwA4dvw3E1y6DpPM83ZvwvFl
2024-02-17,2024-02-17,ZALA,,Kherson oblast,,,1.0,1,PvKPivden/videos/698815895479087/
2024-02-17,2024-02-17,Supercam,,Kherson oblast,,,1.0,1,PvKPivden/videos/698815895479087/
2024-02-16 18:00,2024-02-16 18:00,X-59,,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,,1.0,1,pvkshid/posts/pfbid02h5qtvVHRyWUw8unX1A9L37FEwcxqW9LqY4A7ByHLquj2J73MCvCcZikJ2tN2k4sTl
2024-02-15,2024-02-15 08:00,X-59,Kursk oblast,Zaporizhzhia oblast,,,4.0,2,kpszsu/posts/pfbid028Z8RHVZfwd5HXBw3PpiY3Jsx2iLSMYx33xC8hF1CxpnBbZNXnkrGDmdqZwXfvisMl
2024-02-15,2024-02-15 08:00,X-101/X-555,"Engels-2, Caspian Sea",Ukraine,,10 x Tu-95MS,12.0,8,kpszsu/posts/pfbid028Z8RHVZfwd5HXBw3PpiY3Jsx2iLSMYx33xC8hF1CxpnBbZNXnkrGDmdqZwXfvisMl
2024-02-15,2024-02-15 08:00,Kalibr,Black Sea,Ukraine,,"Navi, Novorossiysk",2.0,2,kpszsu/posts/pfbid028Z8RHVZfwd5HXBw3PpiY3Jsx2iLSMYx33xC8hF1CxpnBbZNXnkrGDmdqZwXfvisMl
2024-02-15,2024-02-15 08:00,Iskander-M/KN-23,Voronezh oblast,east,,,6.0,1,kpszsu/posts/pfbid028Z8RHVZfwd5HXBw3PpiY3Jsx2iLSMYx33xC8hF1CxpnBbZNXnkrGDmdqZwXfvisMl
2024-02-15,2024-02-15 08:00,C-300,Belgorod oblast,east,,,2.0,0,kpszsu/posts/pfbid028Z8RHVZfwd5HXBw3PpiY3Jsx2iLSMYx33xC8hF1CxpnBbZNXnkrGDmdqZwXfvisMl
2024-02-13,2024-02-13 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea",Ukraine,"{'Kherson oblast': 3, 'Dnipropetrovsk oblast': 10, 'Zaporizhzhia oblast': 3}",,23.0,16,kpszsu/posts/pfbid092YHXsyxst16bNarqgCak3exMxrEkeV7qLqTtJFRpZL2rmuC1RBpjAAUmSNocQyil
2024-02-13,2024-02-13,X-59,,Odesa oblast,,,1.0,1,PvKPivden/posts/pfbid0iaZE2vXM1iRrcW3LMtKzCY1ivEwKz49QvyrNq9jqc1T31B7LABUwxCZCiM2jLCE4l
2024-02-13,2024-02-13,Lancet,,Mykolaiv oblast,,,1.0,1,PvKPivden/posts/pfbid0iaZE2vXM1iRrcW3LMtKzCY1ivEwKz49QvyrNq9jqc1T31B7LABUwxCZCiM2jLCE4l
2024-02-12,2024-02-12 08:00,X-59,Zaporizhzhia oblast,"Dnipropetrovsk oblast, Novomoskovsk Raion",,,1.0,1,kpszsu/posts/pfbid092YHXsyxst16bNarqgCak3exMxrEkeV7qLqTtJFRpZL2rmuC1RBpjAAUmSNocQyil
2024-02-12,2024-02-12 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,"{'Mykolaiv oblast': 4, 'Dnipropetrovsk oblast': 6, 'Zaporizhzhia oblast': 1,     'Khmelnytskyi oblast': NaN, 'Vinnytsia oblast': NaN, 'Kirovohrad oblast': NaN}",,17.0,14,kpszsu/posts/pfbid092YHXsyxst16bNarqgCak3exMxrEkeV7qLqTtJFRpZL2rmuC1RBpjAAUmSNocQyil
2024-02-12,2024-02-12 08:00,C-300,Belgorod oblast,Ukraine,,,,0,kpszsu/posts/pfbid092YHXsyxst16bNarqgCak3exMxrEkeV7qLqTtJFRpZL2rmuC1RBpjAAUmSNocQyil
2024-02-11,2024-02-11 08:00,Shahed-136/131,"Chauda, Crimea and Balaklava, Crimea",Ukraine,"{'Odesa oblast': 4, 'Kherson oblast': 1, 'Mykolaiv oblast': 18,     'Kyiv oblast': NaN, 'Vinnytsia oblast': NaN, 'Zhytomyr oblast': NaN, 'Kirovohrad oblast': NaN,     'Cherkasy oblast': NaN, 'Dnipropetrovsk oblast': NaN}",,45.0,40,kpszsu/posts/pfbid0Duq7f8V9PZsC28w6fA73sWt7CrPDT9cWH3ezkvLFqTUwi6GTxcVTMCBUHaiUvvs4l
2024-02-10,2024-02-10 08:00,Shahed-136/131,"Chauda, Crimea and Kursk oblast",Ukraine,"{'Odesa oblast': 21, 'Kharkiv oblast': NaN}",,31.0,23,kpszsu/posts/pfbid02Mv5hvgc2J5KXm5rk58r1LALYPGpCExHnvbcyL12LASSCKFnzXxQGrywoDiukCHUQl
2024-02-09,2024-02-09 08:00,Shahed-136/131,"Chauda, Crimea and Kursk oblast",Ukraine,"{'Kherson oblast': 4, 'Mykolaiv oblast': 1, 'Kharkiv oblast': 5}",,16.0,10,kpszsu/posts/pfbid0a7SGPMHLwM7fxB6kjZLhaambn3LCE8oazHw56Ee9RfDLV35BmfDMF5JT5NqYzg5el
2024-02-09,2024-02-09,ZALA,,Kherson oblast,,,1.0,1,kpszsu/videos/371870688887786/
2024-02-09,2024-02-09,Supercam,,Kherson oblast,,,1.0,1,kpszsu/videos/371870688887786/
2024-02-08 17:00,2024-02-08 17:00,X-59,,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,,1.0,1,pvkshid/posts/pfbid02umb7PypHgbAg6CWqimnN6RpgmbkJgVE6Z3DNKpizc5cvXa1RiXRZKzHTXenMabhQl
2024-02-08,2024-02-08 08:00,Shahed-136/131,"Chauda, Crimea",Ukraine,"{'Odesa oblast': 5, 'Mykolaiv oblast': 3, 'Dnipropetrovsk oblast': NaN,     'Vinnytsia oblast': NaN}",,17.0,11,kpszsu/posts/pfbid02KprdqYegc71aPw7rDvLmaZNUwwNCsxJaMVwhHURbkaF3LsMWFe1zmALaao5Bvy2ul
2024-02-07,2024-02-07 08:00,X-22,"Sevastopol, Crimea and Kursk oblast",Ukraine,,Tu-22M3,4.0,0,kpszsu/posts/pfbid029LzXiGA1TnMC3AwB1iHk1uBdPsmPhbEQQuJtFPfbdZ88scQhGsYCsHgeq97mVp6Al
2024-02-07,2024-02-07 08:00,X-101/X-555,"Engels-2, Caspian Sea",Ukraine,,10 x Tu-95MS,29.0,26,kpszsu/posts/pfbid029LzXiGA1TnMC3AwB1iHk1uBdPsmPhbEQQuJtFPfbdZ88scQhGsYCsHgeq97mVp6Al
2024-02-07,2024-02-07 08:00,Shahed-136/131,"Chauda, Crimea",Ukraine,"{'Odesa oblast': 1, 'Kherson oblast': 1, 'Kirovohrad oblast': 1,     'Mykolaiv oblast': 4, 'Dnipropetrovsk oblast': 2}",,20.0,15,kpszsu/posts/pfbid029LzXiGA1TnMC3AwB1iHk1uBdPsmPhbEQQuJtFPfbdZ88scQhGsYCsHgeq97mVp6Al
2024-02-07,2024-02-07 08:00,Kalibr,Black Sea,Ukraine,,Navi,3.0,3,kpszsu/posts/pfbid029LzXiGA1TnMC3AwB1iHk1uBdPsmPhbEQQuJtFPfbdZ88scQhGsYCsHgeq97mVp6Al
2024-02-07,2024-02-07 08:00,Iskander-M,"Cape Tarkhankut, Crimea and Voronezh oblast",Ukraine,,,3.0,0,kpszsu/posts/pfbid029LzXiGA1TnMC3AwB1iHk1uBdPsmPhbEQQuJtFPfbdZ88scQhGsYCsHgeq97mVp6Al
2024-02-07,2024-02-07 08:00,C-300,Belgorod oblast,Ukraine,,,5.0,0,kpszsu/posts/pfbid029LzXiGA1TnMC3AwB1iHk1uBdPsmPhbEQQuJtFPfbdZ88scQhGsYCsHgeq97mVp6Al
2024-02-06 17:00,2024-02-06 17:00,X-59,,"Dnipropetrovsk oblast, Dnipro Raion",,,1.0,1,pvkshid/posts/pfbid023Ec6Wc3LuTNVC5hBYgW86eSVwbMJq6V3GuxeoXZ88Eo7n6gsxCo8m1sjoUSYafSUl
2024-02-03 17:00,2024-02-03 17:00,X-59,,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,,1.0,1,pvkshid/posts/pfbid0RRY5mtYD3eGhxmNKDnZHvvYMVpNsjscCNbFrzG6Q2PDCMfFjuHr4F7jXrTGLpTial
2024-02-03,2024-02-03 08:00,X-59,Belgorod oblast,Ukraine,,,2.0,0,kpszsu/posts/pfbid08pXFdzveX7n96E6BMobaZnFPYynQyQghuJeAkSa8sLZ7RtFQe6BFX6XWtdZTEYZRl
2024-02-03,2024-02-03 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea",Ukraine,"{'Odesa oblast': 1, 'Mykolaiv oblast': 1, 'Dnipropetrovsk oblast': 5,     'Zhytomyr oblast': NaN}",,14.0,9,kpszsu/posts/pfbid08pXFdzveX7n96E6BMobaZnFPYynQyQghuJeAkSa8sLZ7RtFQe6BFX6XWtdZTEYZRl
2024-02-02,2024-02-02 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea",Ukraine,"{'Kherson oblast': 2, 'Kharkiv oblast': 2, 'Dnipropetrovsk oblast': 3,     'Kirovohrad oblast': NaN}",,24.0,11,kpszsu/posts/pfbid0ewZBVc99yGpzKcAddaya8KLtpbYiEwVmc7zk8MdCqiW7RGMjhwQhW3aVZqMj8574l
2024-02-02,2024-02-02,ZALA,,Kherson oblast,,,1.0,1,PvKPivden/videos/268333196282569/
2024-02-01,2024-02-01 08:00,Shahed-136/131,,Kharkiv oblast,,,4.0,2,kpszsu/posts/pfbid0SizxRTnGsH1SczKkRDaraA83ZE4eKgXMSu2eKGtYn3zd1dw9U4K1bL2q5mBzC38Cl
2024-02-01,2024-02-01,Orlan-10,,Kherson oblast,,,1.0,1,PvKPivden/posts/pfbid0SoNKjZyG1FT3qkLe3TXFwHvofyVBV4Lz33iWXzdj3xNn6izGeN9jdkT2CcMuj7Aal
2024-01-31 16:00,2024-01-31 16:00,X-59,,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,,1.0,1,pvkshid/posts/pfbid02PYS81jNzVaJH6d2Z7AexGQZeSFKhAzLthSWBUoNidH7ddK8VEoRgzPCmqv7UjMLpl
2024-01-31,2024-01-31 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast",Ukraine,"{'Kharkiv oblast': 3, 'Dnipropetrovsk oblast': 1, 'Zaporizhzhia oblast': 3,     'Mykolaiv oblast': 5, 'Kirovohrad oblast': NaN}",,20.0,14,kpszsu/posts/pfbid02oeKhuszDd7soPdvpe5Ed1kbDQ24wAKdZbA3GPHhLAt7E8kUmNLosYzbuQyQGWe83l
2024-01-31,2024-01-31 08:00,C-300,Crimea and Voronezh oblast,Ukraine,,,3.0,0,kpszsu/posts/pfbid02oeKhuszDd7soPdvpe5Ed1kbDQ24wAKdZbA3GPHhLAt7E8kUmNLosYzbuQyQGWe83l
2024-01-31,2024-01-31,Merlin-VR,,Kherson oblast,,,1.0,1,PvKPivden/posts/pfbid02TuoS7vN8JwmwVUHDoPPbCDVLTUfz2B8ox9fJ9YgXBu2GR1Mfr4AsbR5wwspC7ucKl
2024-01-31,2024-01-31,Lancet,,Kherson oblast,,,2.0,2,PvKPivden/posts/pfbid02TuoS7vN8JwmwVUHDoPPbCDVLTUfz2B8ox9fJ9YgXBu2GR1Mfr4AsbR5wwspC7ucKl
2024-01-30 18:00,2024-01-30 18:00,Merlin-VR,,Mykolaiv oblast,,,1.0,1,PvKPivden/posts/pfbid02urAppSCWm4Jvsd74ZruPZ7uX92qqosiKjwqmE3ctGRZpPo3uUqCpSAv1kfLt6mRwl
2024-01-30,2024-01-30 08:00,Supercam,,Kherson oblast,,,1.0,1,PvKPivden/posts/pfbid0GkQN22Gzr7MxVx6xauUfRTfYzj7scstqYQXohXPv2W42A9LUDxNcPqTz1r7rBhVHl
2024-01-30,2024-01-30 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea",Ukraine,"{'Kharkiv oblast': 2, 'Dnipropetrovsk oblast': 1, 'Mykolaiv oblast': 1,     'Kherson oblast': 2, 'Sumy oblast': NaN, 'Cherkasy oblast': NaN, 'Kyiv oblast': NaN,     'Kirovohrad oblast': NaN}",,35.0,15,kpszsu/posts/pfbid0V4kGwfzqK6poPcUhNwnEfVsSnTE37KbHivqoRC3KuokjjBA4fepJaQdDmY13krU4l
2024-01-30,2024-01-30 08:00,C-300,Donetsk oblast,Donetsk oblast,,,2.0,0,kpszsu/posts/pfbid0V4kGwfzqK6poPcUhNwnEfVsSnTE37KbHivqoRC3KuokjjBA4fepJaQdDmY13krU4l
2024-01-29,2024-01-29 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,"{'Rivne oblast': 2, 'Mykolaiv oblast': 4}",,8.0,8,kpszsu/posts/pfbid0m16n8ao5Mbm4TbZEATU85d1eF6KKh9Wy7sKiaeDh17e2xJJ1BGYJAjucGsC7KQ2Nl
2024-01-29,2024-01-29 08:00,Iskander-M,Voronezh oblast,east,,,1.0,0,kpszsu/posts/pfbid0m16n8ao5Mbm4TbZEATU85d1eF6KKh9Wy7sKiaeDh17e2xJJ1BGYJAjucGsC7KQ2Nl
2024-01-29,2024-01-29 08:00,C-300,Donetsk oblast,Donetsk oblast,,,3.0,0,kpszsu/posts/pfbid0m16n8ao5Mbm4TbZEATU85d1eF6KKh9Wy7sKiaeDh17e2xJJ1BGYJAjucGsC7KQ2Nl
2024-01-28 14:00,2024-01-28 14:00,X-59,,"Dnipropetrovsk oblast, Dnipro Raion",,,1.0,1,pvkshid/posts/pfbid024RqfzGsFQzigc5gS9RTxkMKrsn6VhpKEnmHkAPZudACu48iDSNJyafe5E4Q35VV2l
2024-01-28,2024-01-28 08:00,Shahed-136/131,Primorsko-Akhtarsk,east,,,8.0,4,kpszsu/posts/pfbid031qg5j9ZsduJz1AfxUY8Fp6SZcueWj9ZebXvqNX6YMpubHQiuY7RsKptpWWh3d3qVl
2024-01-28,2024-01-28 08:00,Iskander-M,Voronezh oblast,Poltava oblast,,,2.0,0,kpszsu/posts/pfbid031qg5j9ZsduJz1AfxUY8Fp6SZcueWj9ZebXvqNX6YMpubHQiuY7RsKptpWWh3d3qVl
2024-01-28,2024-01-28 08:00,C-300,Donetsk oblast,Donetsk oblast,,,3.0,0,kpszsu/posts/pfbid031qg5j9ZsduJz1AfxUY8Fp6SZcueWj9ZebXvqNX6YMpubHQiuY7RsKptpWWh3d3qVl
2024-01-27,2024-01-27 08:00,Shahed-136/131,Primorsko-Akhtarsk,Kirovohrad oblast,,,4.0,4,kpszsu/posts/pfbid02w8Ru5bwZB3P8wPcAZ56triFt34JrAuVbpKLQ9mfnfMFVsa347YWdjTYg22AVn7yAl
2024-01-27,2024-01-27 08:00,Iskander-M,Rostov oblast,Donetsk oblast,,,1.0,0,kpszsu/posts/pfbid02w8Ru5bwZB3P8wPcAZ56triFt34JrAuVbpKLQ9mfnfMFVsa347YWdjTYg22AVn7yAl
2024-01-25 16:00,2024-01-25 16:00,X-59,,Mykolaiv oblast,,Su-34,1.0,1,PvKPivden/posts/pfbid02wZejgc9v12LCYb9QdcL5MKYeUFf1BMoNWdfHodnsB5WJv9R7uQ8qr9D7ZJjf95bl
2024-01-25,2024-01-25 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea",Ukraine,,,14.0,11,kpszsu/posts/pfbid0hWBjhrJKFKPG9TNSVznXmZGeyp6uLMkTBNeSPAV6zYwnHWqcEPMfyppnVk8bvmu9l
2024-01-25,2024-01-25 08:00,C-300,Belgorod oblast,Kharkiv oblast and Donetsk oblast,,,4.0,0,kpszsu/posts/pfbid0hWBjhrJKFKPG9TNSVznXmZGeyp6uLMkTBNeSPAV6zYwnHWqcEPMfyppnVk8bvmu9l
2024-01-24 15:00,2024-01-24 15:00,X-59,,"Dnipropetrovsk oblast, Dnipro Raion",,,2.0,2,pvkshid/posts/pfbid027NXrhdgPRPMRzJwvEiTdtJVaksfBGicf9RnDZaYKHD5GXb5rH3vYmuHEMyXacGWKl
2024-01-24,2024-01-24,Merlin-VR,,Kherson oblast,,,2.0,2,PvKPivden/posts/pfbid02Hn8vu1jrMnorpxkXz9x3qTYbqyVNZWMfdEUQgbQb8F339vgyFZK8Urvb8KiV9smWl
